Instituição(IES),Nome do Curso,Grau,Modalidade,CC,CPC,ENADE,Situação
FATEMA,ADMINISTRAÇÃO,Bacharelado,Presencial,-,2,2,Em Atividade
FATEMA,ADMINISTRAÇÃO,Bacharelado,Presencial,4,2,2,Em Atividade
FATEMG,SEGURANÇA NO TRABALHO,Tecnológico,Presencial,3,-,-,Em Extinção
FATEMG,RADIOLOGIA,Tecnológico,Presencial,3,2,2,Em Extinção
FATEMG,RADIOLOGIA,Tecnológico,Presencial,4,2,2,Em Extinção
FATEMI,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,-,-,-,Em Atividade
FATEMI,GESTÃO DE MARKETING NO VAREJO,Tecnológico,Presencial,-,-,-,Em Atividade
FATENE,SERVIÇO SOCIAL,Bacharelado,Presencial,-,-,-,Em Atividade
FATENE,SERVIÇO SOCIAL,Bacharelado,Presencial,5,SC,SC,Em Atividade
FATENE,REDES DE COMPUTADORES,Tecnológico,Presencial,3,3,3,Em Atividade
FATENE,MEDICINA VETERINÁRIA,Bacharelado,Presencial,4,-,-,Em Atividade
FATENE,MARKETING,Tecnológico,Presencial,3,4,4,Em Atividade
FATENE,GESTÃO FINANCEIRA,Tecnológico,Presencial,3,SC,3,Em Atividade
FATENE,GESTÃO FINANCEIRA,Tecnológico,Presencial,4,-,-,Em Atividade
FATENE,GESTÃO DE SEGURANÇA PRIVADA,Tecnológico,Presencial,-,-,-,Em Atividade
FATENE,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Tecnológico,Presencial,4,-,-,Em Atividade
FATENE,ENGENHARIA AGRÍCOLA E AMBIENTAL,Bacharelado,Presencial,4,-,-,Em Atividade
FATENE,ENFERMAGEM,Bacharelado,Presencial,3,SC,SC,Em Atividade
FATENE,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,4,-,-,Em Atividade
FATENE,DESIGN GRÁFICO,Tecnológico,Presencial,3,-,-,Em Extinção
FATENE,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Presencial,3,3,3,Em Atividade
FATENE,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
FATENE,ADMINISTRAÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
FATENP,PEDAGOGIA,Licenciatura,Presencial,4,-,-,Em Atividade
FATENP,MARKETING,Tecnológico,Presencial,4,-,-,Em Atividade
FATENP,LOGÍSTICA,Tecnológico,Presencial,4,-,-,Em Atividade
FATENP,JOGOS DIGITAIS,Tecnológico,Presencial,3,-,-,Em Atividade
FATENP,GESTÃO PÚBLICA,Tecnológico,Presencial,4,-,-,Em Atividade
FATENP,GESTÃO FINANCEIRA,Tecnológico,Presencial,5,-,-,Em Atividade
FATENP,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,4,-,-,Em Atividade
FATENP,GESTÃO AMBIENTAL,Tecnológico,Presencial,4,-,-,Em Atividade
FATENP,DESIGN DE INTERIORES,Tecnológico,Presencial,4,-,-,Em Atividade
FATENP,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,4,-,-,Em Atividade
FATENP,ADMINISTRAÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
FATEO,TEOLOGIA,Bacharelado,Presencial,4,-,-,Em Atividade
FATEO-PVH,TEOLOGIA,Bacharelado,Presencial,3,-,-,Em Atividade
FATEP,SANEAMENTO AMBIENTAL,Tecnológico,Presencial,-,-,-,Em Atividade
FATEP,PRODUÇÃO SUCROALCOOLEIRA,Tecnológico,Presencial,3,-,-,Em Atividade
FATEP,PROCESSOS QUÍMICOS,Tecnológico,Presencial,3,2,3,Em Atividade
FATEP,PEDAGOGIA,Licenciatura,Presencial,3,-,-,Em Atividade
FATEP,MECATRÔNICA INDUSTRIAL,Tecnológico,Presencial,3,-,-,Em Atividade
FATEP,MARKETING,Tecnológico,Presencial,4,4,4,Em Atividade
FATEP,LOGÍSTICA,Tecnológico,Presencial,4,3,3,Em Atividade
FATEP,GESTÃO DE SEGURANÇA PRIVADA,Tecnológico,Presencial,3,-,-,Em Atividade
FATEP,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,4,3,2,Em Atividade
FATEP,GESTÃO DA QUALIDADE,Tecnológico,Presencial,3,-,-,Em Atividade
FATEP,GESTÃO DA PRODUÇÃO INDUSTRIAL,Tecnológico,Presencial,3,3,3,Em Atividade
FATEP,ENGENHARIA CIVIL,Bacharelado,Presencial,4,-,SC,Em Atividade
FATEP,DIREITO,Bacharelado,Presencial,-,3,4,Em Atividade
FATEP,DIREITO,Bacharelado,Presencial,-,4,4,Em Atividade
FATEP,DESENVOLVIMENTO DE SISTEMAS DE INFORMAÇÃO,Tecnológico,Presencial,-,-,-,Em Atividade
FATEP,ADMINISTRAÇÃO,Bacharelado,Presencial,-,2,3,Em Atividade
FATEP,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
FATEPA,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,3,-,-,Em Atividade
FATEPI,SISTEMAS DE INFORMAÇÃO,Bacharelado,Presencial,3,3,3,Em Atividade
FATEPI,DIREITO,Bacharelado,Presencial,4,2,2,Em Atividade
FATERJ,TEOLOGIA,Bacharelado,Presencial,-,-,-,Em Atividade
FATERJ BJ ITABAPOANA,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Atividade
FATERJ BJ ITABAPOANA,NORMAL SUPERIOR,Licenciatura,Presencial,-,-,-,Em Atividade
FATESA,GESTÃO HOSPITALAR,Tecnológico,Presencial,3,-,-,Em Atividade
FATESC,PROCESSOS GERENCIAIS,Tecnológico,Presencial,-,3,3,Em Atividade
FATESC,MARKETING,Tecnológico,Presencial,-,-,-,Em Atividade
FATESC,LOGÍSTICA,Tecnológico,Presencial,-,-,-,Em Atividade
FATESC,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,-,3,3,Em Atividade
FATESC,GESTÃO DA PRODUÇÃO INDUSTRIAL,Tecnológico,Presencial,-,-,3,Em Atividade
FATESC,COMÉRCIO EXTERIOR,Tecnológico,Presencial,-,-,-,Em Atividade
FATESF,ROCHAS ORNAMENTAIS,Tecnológico,Presencial,3,-,-,Em Extinção
FATESF,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,4,3,3,Em Atividade
FATESF,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
FATESF,ENGENHARIA DA COMPUTAÇÃO,Bacharelado,Presencial,3,-,-,Em Atividade
FATESF,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Presencial,2,2,2,Em Atividade
FATESF,ADMINISTRAÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
FATESF,ADMINISTRAÇÃO,Bacharelado,Presencial,4,SC,3,Em Atividade
FATESG,REDES DE COMPUTADORES,Tecnológico,Presencial,4,3,2,Em Atividade
FATESG,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,3,-,-,Em Atividade
FATESG,GERÊNCIA DE VENDAS,Tecnológico,Presencial,3,-,-,Em Atividade
FATESG,GERÊNCIA DE PROCESSOS EMPRESARIAIS,Tecnológico,Presencial,3,SC,2,Em Atividade
FATESG,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Presencial,4,-,3,Em Atividade
FATESM,SISTEMAS PARA INTERNET,Tecnológico,Presencial,4,-,-,Em Atividade
FATESP,SEGURANÇA NO TRABALHO,Tecnológico,Presencial,4,-,-,Em Atividade
FATESP,PEDAGOGIA,Licenciatura,Presencial,4,-,-,Em Atividade
FATESP,ENFERMAGEM,Bacharelado,Presencial,4,-,-,Em Atividade
FATEV,TEOLOGIA,Bacharelado,Presencial,4,-,-,Em Atividade
FATEX,PROCESSOS GERENCIAIS,Tecnológico,Presencial,-,-,-,Extinto
FATEX,MARKETING,Tecnológico,Presencial,-,-,-,Extinto
FATEX,GESTÃO FINANCEIRA,Tecnológico,Presencial,-,-,-,Extinto
FATEX,GESTÃO DA TECNOLOGIA DA INFORMAÇÃO,Tecnológico,Presencial,-,-,-,Extinto
FATI,REDES DE COMPUTADORES,Tecnológico,Presencial,3,-,2,Em Atividade
FATI,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Atividade
FATI,PEDAGOGIA,Licenciatura,Presencial,-,-,3,Em Atividade
FATI,PEDAGOGIA,Licenciatura,Presencial,-,3,3,Em Atividade
FATI,PEDAGOGIA,Licenciatura,Presencial,-,2,2,Em Extinção
FATI,PEDAGOGIA,Licenciatura,Presencial,4,-,-,Em Extinção
FATI,LETRAS - INGLÊS,Licenciatura,Presencial,-,-,2,Em Atividade
FATI,LETRAS,Licenciatura,Presencial,-,-,2,Em Atividade
FATI,INFORMÁTICA,Tecnológico,Presencial,-,-,-,Em Atividade
FATI,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,-,3,Em Atividade
FATI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
FATI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,3,Em Atividade
FATI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,3,Em Extinção
FATI,ADMINISTRAÇÃO,Bacharelado,Presencial,4,-,3,Em Extinção
FATI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
FATIMA,SECRETARIADO,Tecnológico,Presencial,-,-,-,Extinto
FATIMA,PEDAGOGIA,Licenciatura,Presencial,4,3,2,Em Atividade
FATIMA,MATEMÁTICA,Bacharelado,Presencial,-,-,-,Em Extinção
FATIMA,LETRAS - LÍNGUA PORTUGUESA,Licenciatura,Presencial,-,-,-,Em Extinção
FATIMA,FÍSICA,Licenciatura,Presencial,-,-,-,Em Extinção
FATIMA,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Presencial,3,2,2,Em Atividade
FATIN,TEOLOGIA,Bacharelado,Presencial,3,-,-,Em Atividade
FATIN,ADMINISTRAÇÃO,Bacharelado,Presencial,3,SC,SC,Em Atividade
FATIPUC,RADIOLOGIA,Tecnológico,Presencial,3,3,4,Em Atividade
FATIPUC,LETRAS,Licenciatura,Presencial,3,-,-,Em Atividade
FATIPUC,LETRAS,Licenciatura,Presencial,-,-,-,Extinto
FATO,PRODUÇÃO CÊNICA,Tecnológico,Presencial,3,-,-,Em Atividade
FATO,PEDAGOGIA,Licenciatura,Presencial,4,-,-,Em Atividade
FATO,MARKETING,Tecnológico,Presencial,-,-,-,Em Atividade
FATO,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,-,-,-,Em Atividade
FATO,GESTÃO AMBIENTAL,Tecnológico,Presencial,4,SC,SC,Em Atividade
FATO,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,3,3,4,Em Atividade
FATO,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Presencial,4,-,-,Em Atividade
FATO,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
FATO,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
FATRA,RADIOLOGIA,Tecnológico,Presencial,3,SC,SC,Em Atividade
FATRA,ENFERMAGEM,Bacharelado,Presencial,3,SC,SC,Em Atividade
FATS,TURISMO,Bacharelado,Presencial,5,SC,2,Em Extinção
FATS,PEDAGOGIA,Licenciatura,Presencial,-,3,3,Em Atividade
FATS,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Extinto
FATS,MATEMÁTICA,Licenciatura,Presencial,3,-,-,Em Extinção
FATS,MARKETING,Tecnológico,Presencial,4,-,-,Em Atividade
FATS,LOGÍSTICA,Tecnológico,Presencial,-,-,-,Em Atividade
FATS,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Presencial,4,3,2,Em Atividade
FATS,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Presencial,-,-,-,Extinto
FATS,HISTÓRIA,Licenciatura,Presencial,3,-,-,Em Atividade
FATS,GESTÃO FINANCEIRA,Sequencial,Presencial,-,-,-,Em Atividade
FATS,GESTÃO DE SEGURANÇA PESSOAL E PATRIMONIAL,Sequencial,Presencial,-,-,-,Em Atividade
FATS,GESTÃO DE PESSOAS,Sequencial,Presencial,3,-,-,Em Atividade
FATS,GEOGRAFIA,Licenciatura,Presencial,3,-,-,Em Atividade
FATS,ENFERMAGEM,Bacharelado,Presencial,3,3,2,Em Atividade
FATS,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,3,4,3,Em Atividade
FATS,DIREITO,Bacharelado,Presencial,3,3,3,Em Atividade
FATS,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,4,3,2,Em Atividade
FATS,ARTES VISUAIS,Licenciatura,Presencial,4,3,2,Em Atividade
FATS,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,2,Em Atividade
FATS,ADMINISTRAÇÃO,Bacharelado,Presencial,3,3,3,Em Atividade
FATS,ADMINISTRAÇÃO,Bacharelado,Presencial,5,3,3,Em Atividade
FATS,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
FATTEP,SECRETARIADO EXECUTIVO,Tecnológico,Presencial,-,-,-,Em Atividade
FATTEP,PROCESSOS GERENCIAIS,Tecnológico,Presencial,3,3,2,Em Atividade
FATTEP,LOGÍSTICA,Tecnológico,Presencial,3,3,3,Em Atividade
FATTEP,GESTÃO AMBIENTAL,Tecnológico,Presencial,3,2,3,Em Atividade
FATUR,TURISMO,Bacharelado,Presencial,4,-,SC,Em Extinção
FATUR,TURISMO,Bacharelado,Presencial,-,-,-,Extinto
FAU,PEDAGOGIA,Bacharelado,Presencial,3,-,-,Em Atividade
FAU,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Atividade
FAU,LETRAS - INGLÊS,Licenciatura,Presencial,3,2,2,Em Atividade
FAU,LETRAS,Licenciatura,Presencial,3,2,2,Em Atividade
FAU,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,3,SC,3,Em Atividade
FAU,ARQUITETURA E URBANISMO,Bacharelado,Presencial,3,2,1,Em Atividade
FAU,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
FAU,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,2,Em Atividade
FAU,ADMINISTRAÇÃO,Bacharelado,Presencial,4,2,3,Em Atividade
FAU G. Valadares,FARMÁCIA,Bacharelado,Presencial,2,SC,SC,Em Atividade
FAU G. Valadares,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
FAU G. Valadares,ENFERMAGEM,Bacharelado,Presencial,2,3,2,Em Atividade
FAU G. Valadares,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,-,-,3,Em Atividade
FAU G. Valadares,ADMINISTRAÇÃO,Bacharelado,Presencial,4,-,3,Em Atividade
FAUC,TURISMO,Bacharelado,Presencial,3,3,2,Em Atividade
FAUC,ADMINISTRAÇÃO,Bacharelado,Presencial,-,2,1,Em Atividade
FAUC,ADMINISTRAÇÃO,Bacharelado,Presencial,-,2,2,Em Atividade
FAUC,ADMINISTRAÇÃO,Bacharelado,Presencial,3,2,2,Em Atividade
FAUPE,DESIGN DE INTERIORES,Tecnológico,Presencial,3,-,-,Em Atividade
FAUPE,CONSTRUÇÃO DE EDIFÍCIOS,Tecnológico,Presencial,3,-,-,Em Atividade
FAUPE,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,-,-,Em Atividade
FAUPE,ARQUITETURA E URBANISMO,Bacharelado,Presencial,-,3,3,Em Atividade
FAUPE,ADMINISTRAÇÃO DE EMPRESAS,Bacharelado,Presencial,-,-,-,Em Atividade
FAUSB,DIREITO,Bacharelado,Presencial,3,3,3,Em Atividade
FAUSB,ADMINISTRAÇÃO,Bacharelado,Presencial,3,3,3,Em Atividade
FAV,MARKETING,Tecnológico,Presencial,4,-,-,Em Atividade
FAV,LOGÍSTICA,Tecnológico,Presencial,3,-,-,Em Atividade
FAV,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Presencial,3,3,2,Em Atividade
FAV,LETRAS,Licenciatura,Presencial,-,-,-,Extinto
FAV,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,3,-,-,Em Atividade
FAV,DANÇA,Bacharelado,Presencial,5,-,-,Em Atividade
FAV,DANÇA,Licenciatura,Presencial,5,-,-,Em Atividade
FAV,ADMINISTRAÇÃO,Bacharelado,Presencial,4,3,2,Em Atividade
FAVAG,SERVIÇO SOCIAL,Bacharelado,Presencial,3,SC,4,Em Atividade
FAVAG,PEDAGOGIA,Licenciatura,Presencial,4,-,SC,Em Atividade
FAVAG,MATEMÁTICA,Licenciatura,Presencial,5,-,SC,Em Extinção
FAVAG,GESTÃO AMBIENTAL,Tecnológico,Presencial,-,-,-,Em Atividade
FAVAG,ENGENHARIA CIVIL,Bacharelado,Presencial,3,-,-,Em Atividade
FAVAG,ENFERMAGEM,Bacharelado,Presencial,4,SC,SC,Em Atividade
FAVAG,ENFERMAGEM,Bacharelado,Presencial,-,-,-,Em Extinção
FAVAG,DIREITO,Bacharelado,Presencial,5,3,3,Em Atividade
FAVAG,ADMINISTRAÇÃO,Bacharelado,Presencial,3,3,2,Em Atividade
FAVALE,TURISMO,Bacharelado,Presencial,-,-,-,Em Atividade
FAVALE,SISTEMAS DE INFORMAÇÃO,Bacharelado,Presencial,-,SC,1,Em Atividade
FAVALE,SISTEMA DE INFORMAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
FAVALE,SERVIÇO SOCIAL,Bacharelado,Presencial,-,SC,SC,Em Atividade
FAVALE,SERVIÇO SOCIAL,Bacharelado,Presencial,-,-,-,Em Extinção
FAVALE,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Atividade
FAVALE,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Extinção
FAVALE,MATEMÁTICA,Licenciatura,Presencial,-,2,2,Em Atividade
FAVALE,LETRAS - PORTUGUÊS E INGLÊS,Licenciatura,Presencial,-,3,3,Em Atividade
FAVALE,LETRAS - INGLÊS,Licenciatura,Presencial,-,-,-,Em Extinção
FAVALE,HISTÓRIA,Licenciatura,Presencial,-,-,-,Em Atividade
FAVALE,GEOGRAFIA,Licenciatura,Presencial,3,-,-,Em Atividade
FAVALE,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,3,3,Em Atividade
FAVALE,ADMINISTRAÇÃO,Bacharelado,Presencial,3,SC,SC,Em Atividade
FAVAP,LETRAS - INGLÊS,Licenciatura,Presencial,-,-,2,Em Atividade
FAVAP,LETRAS,Licenciatura,Presencial,-,-,-,Em Atividade
FAVAP,HISTÓRIA,Licenciatura,Presencial,-,-,3,Em Atividade
FAVAP,GEOGRAFIA,Licenciatura,Presencial,-,-,3,Em Atividade
FAVAPI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
FAVED,ENFERMAGEM,Bacharelado,Presencial,2,-,-,Em Atividade
FAVED,ALIMENTOS,Tecnológico,Presencial,3,-,1,Em Atividade
FAVED,ADMINISTRAÇÃO,Bacharelado,Presencial,3,SC,SC,Em Atividade
FAVENI,PEDAGOGIA,Licenciatura,Presencial,-,3,3,Em Atividade
FAVENI,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,3,-,5,Em Atividade
FAVENI,ADMINISTRAÇÃO,Bacharelado,Presencial,3,3,4,Em Atividade
FAVENORTE,SISTEMA DE INFORMAÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
FAVENORTE,QUÍMICA,Licenciatura,Presencial,3,-,2,Em Atividade
FAVENORTE,PEDAGOGIA,Licenciatura,Presencial,-,SC,2,Em Extinção
FAVENORTE,NORMAL SUPERIOR,Licenciatura,Presencial,-,-,-,Extinto
FAVENORTE,LETRAS - PORTUGUÊS,Licenciatura,Presencial,4,2,2,Em Atividade
FAVENORTE,LETRAS - INGLÊS,Licenciatura,Presencial,3,2,2,Em Atividade
FAVENORTE,FÍSICA,Licenciatura,Presencial,3,-,-,Em Atividade
FAVENORTE,ENGENHARIA CIVIL,Bacharelado,Presencial,4,-,-,Em Atividade
FAVENORTE,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,3,-,2,Em Atividade
FAVENORTE,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,3,2,2,Em Atividade
FAVI,TURISMO RECEPTIVO,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,TURISMO,Bacharelado,Presencial,4,-,-,Em Atividade
FAVI,TEOLOGIA,Bacharelado,Presencial,3,-,-,Em Atividade
FAVI,SISTEMAS DE INFORMAÇÃO,Bacharelado,Presencial,3,3,3,Em Atividade
FAVI,SISTEMA DE INFORMAÇÃO,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,REDES DE COMPUTADORES,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,RECURSOS HUMANOS ESTRATÉGICOS,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,PSICOLOGIA,Bacharelado,Presencial,-,2,2,Em Atividade
FAVI,PSICOLOGIA,Bacharelado,Presencial,-,-,-,Extinto
FAVI,PRODUÇÃO GRÁFICA DIGITAL,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,PEDAGOGIA,Bacharelado,Presencial,-,-,-,Extinto
FAVI,PEDAGOGIA,Licenciatura,Presencial,4,3,3,Em Atividade
FAVI,MULTIMÍDIA,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,MARKETING ESTRATÉGICO,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,MARKETING DE SERVIÇOS,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,MARKETING,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,LOGÍSTICA,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO MERCADOLÓGICA,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO MERCADOLÓGICA,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO HOTELEIRA,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO HOSPITALAR,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO HOSPITALAR,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO FINANCEIRA DE EMPRESAS,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO EMPRESARIAL,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO EMPREENDEDORA,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO EM TECNOLOGIA DA INFORMAÇÃO,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO EM SISTEMAS DE INFORMAÇÃO,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO EM SERVIÇOS DE SAÚDE,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO EM LOGÍSTICA EMPRESARIAL,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO EM COMÉRCIO EXTERIOR,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO DE SERVIÇOS TURÍSTICOS,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,3,3,4,Em Atividade
FAVI,GESTÃO DE PEQUENAS E MÉDIAS EMPRESAS,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO DE EVENTOS,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO DE EMPREENDIMENTOS ESPORTIVOS,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,GESTÃO DE COMÉRCIO VAREJISTA,Sequencial de Formação Específica,Presencial,-,-,-,Em Atividade
FAVI,FISIOTERAPIA,Bacharelado,Presencial,3,-,-,Em Atividade
FAVI,FILOSOFIA,Bacharelado,Presencial,3,4,4,Em Atividade
FAVI,EVENTOS,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
FAVI,DIREITO,Bacharelado,Presencial,3,3,3,Em Atividade
FAVI,COMÉRCIO EXTERIOR,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,-,-,Em Atividade
FAVI,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,-,-,Extinto
FAVI,COMUNICAÇÃO PARA WEB,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,COMUNICAÇÃO EMPRESARIAL,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,COMUNICAÇÃO E ILUSTRAÇÃO DIGITAL,Tecnológico,Presencial,-,-,-,Em Atividade
FAVI,CIÊNCIAS SOCIAIS,Licenciatura,Presencial,4,-,-,Em Atividade
FAVI,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,4,3,4,Em Atividade
FAVI,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,3,-,SC,Em Atividade
FAVI,ADMINISTRAÇÃO,Bacharelado,Presencial,3,3,4,Em Atividade
FAVI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
FAVIC,TURISMO,Bacharelado,Presencial,3,SC,SC,Em Atividade
FAVIC,SERVIÇO SOCIAL,Bacharelado,Presencial,-,-,-,Em Atividade
FAVIC,PEDAGOGIA,Licenciatura,Presencial,4,3,3,Em Atividade
FAVIC,PEDAGOGIA,Licenciatura,Presencial,-,-,4,Em Extinção
FAVIC,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,3,-,-,Em Atividade
FAVIC,GESTÃO COMERCIAL,Tecnológico,Presencial,-,-,-,Em Atividade
FAVIC,ANÁLISE E DESENVOLVIMENTO DE SISTEMAS,Tecnológico,Presencial,-,-,-,Em Atividade
FAVIC,ADMINISTRAÇÃO,Bacharelado,Presencial,4,3,2,Em Atividade
FAVIC,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
FAVIM,SISTEMA DE INFORMAÇÃO,Bacharelado,Presencial,3,3,3,Em Atividade
FAVIM,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,-,-,Em Atividade
FAVIM,ENGENHARIA CIVIL,Bacharelado,Presencial,3,-,-,Em Atividade
FAVIM,DESIGN DE PRODUTO,Bacharelado,Presencial,-,-,-,Em Extinção
FAVIM,DESIGN DE MODA,Bacharelado,Presencial,3,3,3,Em Atividade
FAVIM,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Bacharelado,Presencial,4,SC,4,Em Atividade
FAVIM,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,-,-,Extinto
FAVIM,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,3,3,3,Em Atividade
FAVIM,ARQUITETURA E URBANISMO,Bacharelado,Presencial,3,-,-,Em Atividade
FAVIM,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
FAVIM,ADMINISTRAÇÃO,Bacharelado,Presencial,-,4,3,Em Atividade
FAVIM,ADMINISTRAÇÃO,Bacharelado,Presencial,-,-,3,Em Extinção
FAVIM,ADMINISTRAÇÃO,Bacharelado,Presencial,4,3,3,Em Extinção
FAVIP,TURISMO,Bacharelado,Presencial,5,SC,2,Em Extinção
FAVIP,PSICOLOGIA,Bacharelado,Presencial,4,3,3,Em Atividade
FAVIP,PRODUÇÃO DE VESTUÁRIO,Tecnológico,Presencial,-,-,-,Em Atividade
